,e10.soil.depth,e12.rock.cover,t01alt,awc15,bio01,bio05,bio06,gdd,nfd,rh410,t14stot,species
2795,28.0,6.0,435.1838615,19.84096214,136.4534075,242.7845473,52.17568357,3171.177172,0.0,5788.795334,5359550.295,PP
2796,53.0,6.0,432.561147,19.72738479,136.4323147,242.7592718,52.15680674,3170.33749,0.0,5788.493722,5358168.15,PP
2797,50.0,6.0,436.6252595,19.71324516,136.6188026,242.9540607,52.33540117,3177.158328,0.0,5791.881555,5427646.165,PP
2798,57.0,4.0,438.2420473,19.88719805,136.4127188,242.7452815,52.13353001,3169.639265,0.0,5789.024675,5396317.34,PP
2799,47.0,2.0,442.9692787,19.83674227,136.4368377,242.7733184,52.15279954,3170.418005,0.0,5790.858557,5445754.47,PP
2800,42.0,5.0,444.7425052,19.91692611,136.4804605,242.8200808,52.19229553,3171.93438,0.0,5792.571363,5389381.422,PP
2801,22.0,6.0,445.1888109,20.23017247,136.4284473,242.7699747,52.13806641,3169.960403,0.0,5792.972633,5280077.866,PP
2802,38.0,4.0,447.6871988,20.50044101,136.2854359,242.6260594,51.99693721,3164.7184,0.0,5791.353929,5319180.718,PP
2803,23.0,5.0,447.7273379,20.58317057,136.103486,242.441487,51.81947394,3158.097824,0.0,5788.587674,5464845.069,PP
2804,28.0,4.0,448.6816356,20.72002216,136.0367963,242.3755271,51.75232022,3155.622179,0.0,5788.296833,5476027.455,PP
2805,40.0,2.0,450.6858555,20.77251481,135.9204022,242.2590193,51.63701388,3151.34557,0.0,5787.145377,5480845.373,PP
2806,7.0,2.0,450.8684157,20.73757733,135.7902895,242.1272781,51.51028914,3146.615475,0.0,5785.125762,5498166.482,PP
2807,30.0,1.0,455.420128,21.11268412,135.8160945,242.1556932,51.5324247,3147.483861,0.0,5786.548233,5498646.032,PP
2808,17.0,5.0,453.7404552,21.04219189,135.9067451,242.2468984,51.62144722,3150.796386,0.0,5787.704544,5494539.186,PP
2809,47.0,5.0,452.6838114,21.07765048,136.1025926,242.4449786,51.81278907,3157.930077,0.0,5790.554067,5490506.519,PP
2810,60.0,3.0,1244.195403,19.45895122,65.35977772,206.2096758,-44.82714454,1271.14493,151.8085894,6104.181436,5531047.636,PS
2811,43.0,3.0,1240.81638,19.18477306,65.68808476,206.5505009,-44.52118373,1278.401191,151.320767,6102.310836,5507447.607,PS
2812,60.0,3.0,1253.5362,18.93439941,65.52180411,206.3685959,-44.68427864,1275.237885,151.5030152,6102.091526,5454909.507,PS
2813,60.0,3.0,1258.246523,18.48572547,65.25247793,206.0812162,-44.94414419,1269.800394,151.8551161,6102.462877,5437361.24,PS
2814,60.0,3.0,1259.111346,18.26827208,65.08952906,205.9085362,-45.10071599,1266.477122,152.0819196,6102.77074,5376216.269,PS
2815,60.0,3.0,1257.980474,18.36547035,65.0869524,205.9070556,-45.10247914,1266.380137,152.0976721,6102.881531,5346727.943,PS
2816,57.0,3.0,1255.79449,18.62762884,65.08375203,205.9058163,-45.10430908,1266.232213,152.1215717,6103.082234,5329529.284,PS
2817,37.0,3.0,1253.363233,19.00817985,65.201339,206.0328687,-44.98987545,1268.524688,151.9770912,6103.104694,5336527.267,PS
2818,57.0,3.0,1251.640957,19.19521943,65.23020603,206.0650825,-44.96116284,1269.038776,151.9485666,6103.221552,5340624.339,PS
2819,42.0,3.0,1251.025474,19.08676137,65.04414849,205.8686313,-45.13951734,1265.214472,152.2134844,6103.642338,5368146.749,PS
2820,60.0,3.0,1251.585763,18.9557744,64.81839595,205.6297338,-45.35628857,1260.613833,152.5347562,6104.066505,5380951.947,PS
2821,60.0,3.0,1249.636042,19.19759446,64.8122812,205.6263391,-45.36026633,1260.332451,152.5618143,6104.433417,5440357.326,PS
2822,60.0,3.0,1249.352283,19.47559144,65.18139386,206.0191621,-45.00446742,1267.739724,152.0492988,6103.999931,5502341.725,PS
2823,57.0,3.0,1250.758506,19.50221684,64.97594887,205.8032746,-45.20073979,1263.453957,152.3454854,6104.60456,5529984.96,PS
2824,57.0,3.0,1250.010621,19.36452915,64.75789005,205.5719094,-45.41052449,1259.049956,152.6543183,6104.926291,5444485.573,PS
2825,60.0,3.0,1249.822859,19.11170101,64.62628479,205.429252,-45.53905969,1256.567546,152.827947,6104.728278,5397313.167,PS
2826,57.0,3.0,1251.378125,19.39986218,64.80405023,205.6246814,-45.36364624,1259.743648,152.6005545,6105.386945,5385795.238,PS
2827,57.0,3.0,1251.678214,19.6009779,65.02159046,205.8544217,-45.15506716,1264.207232,152.2897773,6104.911255,5488598.231,PS
2828,60.0,3.0,1247.330407,19.10510285,64.57196936,205.3782148,-45.58711489,1255.086921,152.9325708,6105.665411,5285084.659,PS
2829,60.0,3.0,1247.304709,19.03785146,64.61099187,205.4226968,-45.54751876,1255.664188,152.8824898,6106.07136,5194938.308,PS
2830,57.0,3.0,1250.445366,19.03109526,64.53802257,205.3350214,-45.62435197,1254.821612,152.9511756,6104.777294,5367742.023,PS
2831,50.0,3.0,1252.311495,18.84717438,64.4162089,205.204383,-45.74243179,1252.443076,153.1180213,6104.774772,5322862.189,PS
2832,60.0,3.0,1250.645681,18.98075053,64.34872516,205.13423,-45.80649084,1251.015737,153.2245431,6105.022904,5315531.235,PS
2833,50.0,3.0,1250.843684,18.64441802,64.238968,205.0171502,-45.91251512,1248.846821,153.3801514,6105.080793,5302031.971,PS
2834,60.0,3.0,1252.770454,18.29057872,64.25347692,205.0298918,-45.90015555,1249.263433,153.3409383,6104.776077,5335056.747,PS
2835,60.0,3.0,1253.027172,18.8137204,64.87297218,205.6856944,-45.30496183,1261.808677,152.4442418,6103.774269,5387832.246,PS
2836,37.0,3.0,753.6515716,17.75459875,95.24830948,237.8808745,-16.25338877,1949.102389,86.64264956,6024.095701,4380624.711,PS
2837,30.0,3.0,735.7934634,17.68610593,95.18182337,237.8015614,-16.31749454,1947.926771,86.75181704,6023.850428,4305144.894,PS
2838,33.0,3.0,724.7290236,17.58516071,95.0566543,237.6639543,-16.43711335,1944.912724,87.0309434,6023.716294,4321720.457,PS
2839,23.0,3.0,720.7259531,17.5008028,95.17718792,237.7894997,-16.32241109,1948.282553,86.71953073,6023.659996,4173372.939,PS
2840,23.0,3.0,715.8815999,17.51112733,94.94423254,237.5402845,-16.54442428,1942.202923,87.28219281,6023.602059,4451627.579,PS
2841,37.0,3.0,720.9703081,17.55366349,94.83513795,237.4268762,-16.64850434,1939.154666,87.56324714,6023.641332,4386999.502,PS
2842,37.0,3.0,715.0918874,17.47718396,94.63867937,237.2135816,-16.83597978,1934.23871,88.01843806,6023.50763,4412467.028,PS
2843,23.0,3.0,726.3784122,17.48294118,94.66685913,237.2492539,-16.8093221,1934.63834,87.97964911,6023.624873,4387165.435,PS
2844,10.0,3.0,741.0900012,17.47319474,94.81759175,237.4170421,-16.66535897,1938.191103,87.64683894,6023.806924,4268130.767,PS
2845,17.0,3.0,753.0744339,17.54250341,94.89654594,237.5050265,-16.58989602,1940.218188,87.44479789,6023.818469,4307523.524,PS
2846,33.0,3.0,760.948977,17.34376072,94.64231573,237.2353721,-16.83331629,1933.838444,88.01185663,6023.607547,4409810.497,PS
2847,33.0,3.0,762.9779568,17.4608297,94.75796125,237.3597422,-16.72257424,1936.75532,87.74275802,6023.671235,4466103.626,PS
2848,23.0,3.0,775.7562546,17.7022586,95.08061552,237.7099647,-16.41345577,1944.915139,86.96967117,6023.769573,4926499.439,PS
2849,27.0,3.0,776.4437441,17.71526171,94.8624174,237.4777305,-16.6223276,1939.429744,87.46100036,6023.595102,5014256.752,PS
2850,33.0,3.0,778.765697,17.64078734,94.70680887,237.3140233,-16.77123341,1935.532474,87.7985418,6023.428977,5049188.53,PS
2851,30.0,3.0,784.0466473,17.58433271,94.88491018,237.5073512,-16.60026814,1940.018777,87.36826959,6023.431075,5129616.045,PS
2852,40.0,3.0,785.5578976,17.69599922,94.67083136,237.2804411,-16.80525661,1934.648694,87.84488794,6023.252613,5051321.471,PS
2853,20.0,3.0,784.9855309,17.47149218,94.40675037,236.9980052,-17.05855212,1928.024151,88.45354772,6023.143369,4974231.504,PS
2854,17.0,3.0,790.947618,17.61456102,94.25195216,236.8360602,-17.206748,1924.158958,88.78414737,6022.972225,4923419.067,PS
2855,17.0,3.0,791.7282094,18.09163331,94.40087894,236.9983055,-17.06339631,1927.894789,88.41651744,6022.902876,5178762.887,PS
2856,20.0,3.0,783.3992854,17.17273338,95.12544216,237.7650752,-16.37370807,1946.160094,86.77046142,6023.464772,5324941.292,PS
2857,17.0,3.0,782.4327123,17.2531324,95.36820999,238.0191797,-16.14468959,1952.322243,86.22326142,6023.778863,5355538.045,PS
2858,27.0,3.0,784.2754816,17.43735247,95.17921435,237.8200495,-16.3201463,1947.451578,86.69126142,6023.650817,5235605.275,PS
2859,17.0,3.0,779.6983242,17.61397869,95.19675373,237.8362231,-16.30209045,1947.848736,86.68910179,6023.786105,4988499.853,PS
2860,37.0,3.0,761.7651949,17.79246913,95.35354718,237.9956643,-16.15267927,1951.759,86.39102805,6024.148105,4521453.358,PS
2861,23.0,3.0,750.7868261,17.91698866,95.44071001,238.0827526,-16.0700711,1954.374986,86.15554995,6024.052886,4308766.25,PS
2862,60.0,1.0,154.5304139,13.18757929,117.432561,244.4616306,16.04313449,2491.554211,0.0,6000.693054,5157116.861,QP
2863,60.0,1.0,155.0010291,13.4077742,117.4250995,244.4518488,16.03527905,2491.281895,0.0,6000.696921,5180023.943,QP
2864,60.0,1.0,155.6084739,13.58320434,117.4251983,244.4508163,16.03554142,2491.258786,0.0,6000.669864,5189853.544,QP
2865,60.0,1.0,155.5133537,13.87618921,117.4317365,244.4635561,16.03946422,2491.232749,0.0,6000.750028,5199731.234,QP
2866,60.0,1.0,155.7541835,14.06067396,117.4609841,244.5058977,16.06604044,2491.817465,0.0,6000.803597,5204044.98,QP
2867,60.0,1.0,154.3755311,14.40575089,117.4856824,244.5431431,16.08838478,2492.253085,0.0,6000.892043,5239446.392,QP
2868,60.0,1.0,152.3944817,14.39620657,117.5229699,244.5983595,16.12235322,2492.961575,0.0,6000.986458,5274370.933,QP
2869,60.0,1.0,151.1905583,14.35068192,117.5435389,244.6287945,16.14106615,2493.356238,0.0,6001.033856,5283786.865,QP
2870,60.0,1.0,149.6923953,14.29546944,117.5694335,244.667251,16.16469604,2493.852296,0.0,6001.09377,5278929.101,QP
2871,60.0,1.0,149.5632752,14.16210873,117.5969162,244.7076421,16.18953143,2494.389251,0.0,6001.146461,5253810.79,QP
2872,60.0,1.0,152.5002334,13.82752942,117.5951215,244.7027777,16.18668286,2494.393767,0.0,6001.105124,5204267.711,QP
2873,60.0,1.0,152.9873775,13.6626509,117.6263684,244.7402864,16.21833356,2495.312427,0.0,6001.000215,5152028.683,QP
2874,60.0,1.0,153.3459692,13.56293869,117.6513437,244.7676647,16.24493286,2496.149879,0.0,6000.860885,5135856.56,QP
2875,60.0,1.0,153.6944507,13.56981229,117.6828504,244.8012303,16.27891642,2497.243685,0.0,6000.664617,5122300.339,QP
2876,60.0,1.0,153.5530749,13.6132499,117.7086438,244.8319429,16.30508104,2498.009353,0.0,6000.572026,5135505.416,QP
2877,60.0,1.0,153.9660188,13.6440947,117.7441,244.8713946,16.34231044,2499.169191,0.0,6000.38644,5120731.197,QP
2878,60.0,1.0,154.1618862,13.58466349,117.7457833,244.868212,16.34674681,2499.429082,0.0,6000.271206,5093233.158,QP
2879,60.0,1.0,154.3437476,13.51479016,117.7210166,244.8299798,16.3265464,2499.055469,0.0,6000.176205,5092182.191,QP
2880,60.0,1.0,154.5773802,13.52486277,117.7154023,244.8197572,16.32289612,2499.036396,0.0,6000.121958,5104226.283,QP
2881,60.0,1.0,156.1306137,13.54201284,117.7032424,244.7941775,16.31732907,2499.146974,0.0,5999.93229,5116662.966,QP
2882,60.0,1.0,156.6432117,13.55239279,117.6849328,244.7655137,16.30309533,2498.898699,0.0,5999.85384,5096044.079,QP
2883,60.0,1.0,157.1812955,13.55730484,117.6678476,244.7417661,16.28782884,2498.535871,0.0,5999.843619,5084455.449,QP
2884,60.0,1.0,156.5951537,13.58510766,117.6537905,244.7314379,16.2690437,2497.831474,0.0,6000.028564,5097938.351,QP
2885,60.0,1.0,157.0418707,13.60856813,117.6319506,244.7040089,16.24740947,2497.235293,0.0,6000.076895,5087598.362,QP
2886,60.0,1.0,157.6872992,13.55272322,117.6308097,244.6984305,16.24899479,2497.384761,0.0,5999.992361,5088796.198,QP
2887,60.0,1.0,142.0613873,13.89613423,119.3973485,247.1577032,18.20700508,2555.231153,0.0,5994.067197,5039940.083,QP
2888,60.0,1.0,141.1353013,14.04253979,119.385655,247.1461595,18.19400647,2555.054412,0.0,5993.822122,5110195.852,QP
2889,60.0,1.0,139.3126554,14.15200583,119.3764999,247.1369004,18.18388469,2554.906651,0.0,5993.610308,5155420.314,QP
2890,60.0,1.0,137.461401,14.20629289,119.3728307,247.1328481,18.18014138,2554.83013,0.0,5993.476814,5168493.875,QP
2891,60.0,1.0,136.1628308,14.269303,119.3636851,247.1234743,18.16950611,2554.684099,0.0,5993.297387,5154522.532,QP
2892,60.0,1.0,137.1638842,14.27442363,119.3612973,247.1216003,18.16628138,2554.674063,0.0,5993.32605,5161319.715,QP
2893,60.0,1.0,137.8599387,14.28467449,119.3580564,247.118815,18.16207466,2554.648831,0.0,5993.33459,5132610.855,QP
2894,60.0,1.0,138.8553154,14.22706922,119.3629065,247.1238739,18.16736047,2554.734097,0.0,5993.463624,5106270.248,QP
2895,60.0,1.0,138.3185952,14.25345922,119.355899,247.1174762,18.15851722,2554.661654,0.0,5993.435837,5041651.432,QP
2896,60.0,1.0,137.2527858,14.34681475,119.3469617,247.1087917,18.14827654,2554.53579,0.0,5993.282197,5046161.037,QP
2897,60.0,1.0,136.6672869,14.39917819,119.3432972,247.1047326,18.14452085,2554.459106,0.0,5993.149367,5078411.257,QP
2898,60.0,1.0,136.4072052,14.39099168,119.3449987,247.1058162,18.1468943,2554.455421,0.0,5993.105255,5118573.747,QP
2899,60.0,1.0,135.717516,14.38454446,119.345741,247.1060077,18.14804205,2554.44136,0.0,5993.057366,5134258.293,QP
2900,60.0,1.0,135.6060816,14.32466985,119.3545452,247.1143078,18.15867392,2554.5486,0.0,5993.148211,5138769.021,QP
2901,60.0,1.0,134.6724541,14.4834013,119.3301689,247.0901397,18.12977718,2554.198289,0.0,5992.770619,5085985.081,QP
2902,60.0,1.0,135.1389233,14.49204536,119.332036,247.0928908,18.13177856,2554.26315,0.0,5992.879678,5098433.884,QP
2903,60.0,1.0,135.6395822,14.4832032,119.3340448,247.0955565,18.13385681,2554.322277,0.0,5992.982084,5077278.796,QP
2904,60.0,1.0,135.2741083,14.51808878,119.3304016,247.0925248,18.12937257,2554.2948,0.0,5992.979575,5050416.892,QP
2905,60.0,1.0,135.1591479,14.50599908,119.3311032,247.0937123,18.12984812,2554.328632,0.0,5993.053023,5030031.13,QP
2906,60.0,1.0,135.8053863,14.380748,119.3401512,247.1028544,18.13963882,2554.476947,0.0,5993.278361,5005007.187,QP
2907,60.0,1.0,134.3309567,14.49888584,119.3296949,247.0930815,18.12756578,2554.346078,0.0,5993.13317,5004424.14,QP
2908,60.0,1.0,133.1884738,14.64923201,119.318111,247.0818356,18.11466078,2554.178805,0.0,5992.905997,5009693.368,QP
2909,60.0,1.0,133.6264301,14.67558674,119.3149568,247.0777066,18.11152625,2554.086599,0.0,5992.739131,5030250.59,QP
2910,60.0,1.0,134.5924136,14.57491453,119.3231168,247.0845683,18.12124521,2554.154961,0.0,5992.775173,5077135.02,QP
2911,60.0,1.0,134.3126821,14.55870686,119.3222074,247.0828365,18.12032511,2554.107278,0.0,5992.690099,5083516.399,QP
2964,46.0,3.0,15.50301,13.60019902,98.57476595,180.8395607,31.40998418,1788.467498,0.0,6577.910552,4540024.994,BP
2965,16.0,2.0,14.56023143,13.55242457,98.58487001,180.8654014,31.42070753,1788.762916,0.0,6578.534279,4544508.927,BP
2966,7.0,5.0,23.68456604,12.78761568,98.50651288,180.8759153,31.30833958,1784.79374,0.0,6578.270121,4552039.8,BP
2967,13.0,5.0,22.06816631,12.48128726,98.47330977,180.8282124,31.27428734,1783.716218,0.0,6579.060479,4560564.219,BP
2968,10.0,1.0,19.90171124,13.51048923,98.40366741,180.7278688,31.20531008,1781.466476,0.0,6580.539005,4630472.868,BP
2969,11.0,1.0,18.97327973,13.82334344,98.38993715,180.7033101,31.19837427,1781.115987,0.0,6581.24223,4553881.177,BP
2970,10.0,1.0,18.23290571,13.72776519,98.40040188,180.7169513,31.21090535,1781.496555,0.0,6581.337195,4563826.75,BP
2971,15.0,4.0,17.5848994,13.48510382,98.45183996,180.7727431,31.27610974,1783.427278,0.0,6581.400564,4631031.854,BP
2972,19.0,4.0,17.54190486,13.56860533,98.47810037,180.8057795,31.30643529,1784.391137,0.0,6581.552336,4602359.283,BP
2973,27.0,4.0,17.13939547,13.66569735,98.48942075,180.8200232,31.31935614,1784.806875,0.0,6581.613448,4583836.539,BP
2974,7.0,5.0,21.26121761,16.05006755,98.54021161,180.7079863,31.40714585,1786.071506,0.0,6575.467466,4715100.815,BP
2975,9.0,5.0,26.75074174,13.55445524,98.42892956,180.6302718,31.289826,1783.186715,0.0,6577.305036,4472522.891,BP
2976,6.0,1.0,22.23883292,14.54207104,98.50003172,180.6816377,31.36814934,1784.817377,0.0,6576.838603,4541380.638,BP
2977,9.0,1.0,25.27672231,14.73035008,98.46175573,180.642023,31.33075979,1783.720741,0.0,6576.874321,4518388.053,BP
2978,9.0,1.0,23.74317067,15.4670294,98.47000028,180.6411845,31.34241579,1783.756162,0.0,6576.613484,4525996.489,BP
2979,21.0,1.0,23.07595098,15.79621299,98.46911527,180.6332687,31.34383102,1783.60413,0.0,6576.346837,4570593.456,BP
2980,19.0,1.0,18.36016273,15.74011992,98.55035022,180.7136683,31.42203807,1786.060107,0.0,6575.682712,4591037.315,BP
2981,14.0,4.0,24.44725768,13.77880756,98.47611859,180.6851648,31.33311267,1784.713657,0.0,6577.309733,4638466.286,BP
2982,13.0,2.0,24.02329008,14.6011925,98.55546266,180.7694545,31.41033749,1787.050156,0.0,6577.50984,4612039.418,BP
2983,8.0,4.0,23.24403222,14.94467012,98.56868653,180.7881332,31.42129983,1787.534898,0.0,6577.618224,4531635.078,BP
2984,20.0,1.0,22.3682895,14.79353074,98.5274041,180.7587154,31.37460875,1786.599476,0.0,6577.529211,4542774.405,BP
2985,21.0,1.0,20.79733961,14.47638672,98.55977847,180.7945381,31.40560905,1787.584698,0.0,6577.66528,4552327.284,BP
2986,18.0,1.0,19.78662185,14.21207671,98.58965261,180.82575,31.43514446,1788.460986,0.0,6577.826938,4561108.922,BP
2987,9.0,1.0,19.72388318,14.15648796,98.60756258,180.8410904,31.45439999,1788.921737,0.0,6577.931275,4573586.876,BP
2988,29.0,1.0,276.2854941,32.74729318,73.61396971,160.0035199,5.743761007,1111.931825,0.0,6659.324348,4783389.314,BP
2989,27.0,2.0,279.3797468,34.97345668,72.97599908,159.4052135,5.013169764,1095.048963,0.0,6659.635724,4758919.608,BP
2990,60.0,1.0,265.4684724,32.75476673,72.59860183,159.0896748,4.579154521,1086.210386,0.0,6660.457213,4457392.225,BP
2991,28.0,1.0,267.0586682,31.45267007,72.53725519,159.060955,4.507234373,1085.703464,0.0,6660.554298,4328942.339,BP
2992,19.0,5.0,263.0456789,30.42808085,73.18726533,159.7276038,5.177125696,1100.996178,0.0,6653.584339,4497254.057,BP
2993,36.0,3.0,242.7250696,27.50299965,75.72804523,162.1621474,7.694696272,1165.522727,0.0,6640.325133,4403394.176,BP
2994,27.0,1.0,241.724661,26.90301607,75.7928287,162.1673242,7.800247804,1166.837105,0.0,6640.656543,4430608.781,BP
2995,17.0,4.0,241.8323955,27.1755924,75.82504016,162.1718235,7.850308288,1167.548357,0.0,6640.876627,4428712.946,BP
2996,17.0,2.0,235.2711234,21.89202369,76.44262223,162.6539486,8.552268341,1180.578195,0.0,6641.634329,4502676.025,BP
2997,15.0,1.0,235.4366276,31.45666599,76.03649737,162.2792324,8.11945175,1172.400195,0.0,6641.965306,4334118.715,BP
2998,20.0,3.0,250.6139312,38.52044627,75.22533088,161.423595,7.363928858,1151.852517,0.0,6645.821062,4450304.896,BP
2999,30.0,2.0,252.5385571,47.81350301,74.48030897,160.6287571,6.684198645,1133.218203,0.0,6649.439374,4263319.995,BP
3000,12.0,4.0,251.802483,51.37736447,74.49607014,160.6379883,6.706957436,1133.517391,0.0,6649.634782,4308812.161,BP
3001,13.0,4.0,258.0035322,51.16333595,74.53612376,160.6164165,6.802224323,1134.29988,0.0,6652.183496,4262897.392,BP
3002,34.0,3.0,236.0754956,26.30454839,76.51000347,162.2408979,8.977978989,1178.146494,0.0,6651.741246,4444525.987,BP
3003,20.0,3.0,231.419636,22.39448226,76.60578881,162.2822006,9.120550188,1180.527599,0.0,6651.936919,4432117.613,BP
3004,14.0,5.0,253.2383878,32.55712863,75.04958739,161.142123,7.294339428,1146.479276,0.0,6657.263409,4410939.965,BP
3005,16.0,2.0,256.9139682,32.63764075,74.99987382,161.1028342,7.237062391,1145.454509,0.0,6657.124445,4405346.272,BP
3006,23.0,2.0,268.6291207,28.51768951,73.95613632,160.2808026,6.110343104,1120.719807,0.0,6660.092425,4644921.441,BP
3007,24.0,3.0,271.8179905,27.98889911,73.97385903,160.2963333,6.130726755,1121.121702,0.0,6659.853896,4700873.922,BP
3008,32.0,3.0,272.4642554,27.97759044,73.90978389,160.2480155,6.063629609,1119.562788,0.0,6659.810003,4725552.943,BP
3009,24.0,3.0,273.1635818,31.1464305,73.73735404,160.0684635,5.874916408,1115.847446,0.0,6662.854325,4325116.374,BP
3010,60.0,3.0,285.4791431,35.35762374,73.0435261,159.3706395,5.169661136,1100.660519,0.0,6670.832577,4498370.315,BP
3011,60.0,3.0,285.51877,35.89736622,72.91800415,159.2585687,5.04044911,1097.761051,0.0,6671.756596,4521781.448,BP
3012,20.0,3.0,286.3590832,36.9104535,72.71532516,159.0516745,4.838039259,1093.279638,0.0,6672.929844,4530669.936,BP
3013,37.0,4.0,291.8992458,38.37016497,72.25598703,158.5985233,4.373595796,1083.252773,0.0,6675.723494,4347605.392,BP
3014,42.0,3.0,308.821015,40.41243807,71.69076261,157.9231776,3.922278319,1069.431203,0.0,6667.031611,4335411.253,BP
3015,27.0,1.0,332.5017587,39.76483455,70.84886575,157.2952712,2.959813386,1050.753052,0.0,6665.811978,4607139.836,BP
3016,27.0,2.0,334.9986382,36.17876298,70.28508086,156.845173,2.330264525,1039.117345,0.0,6663.791514,4392981.3,BP
3017,24.0,2.0,335.3187591,36.31106959,70.28575249,156.8538105,2.325311811,1039.344371,0.0,6663.153353,4324038.223,BP
3018,12.0,1.0,143.3998722,17.13586112,98.57894616,207.8892461,14.18397653,1837.653425,0.0,6228.280725,4924434.831,FS
3019,6.0,1.0,135.7696824,16.22412241,98.37538689,207.6508904,13.97576795,1832.081007,0.0,6230.601602,4731503.765,FS
3020,5.0,1.0,147.1928678,17.24878838,98.42464457,207.7194879,14.02878263,1833.261875,0.0,6229.549784,4908231.878,FS
3021,23.0,1.0,128.8087591,17.97080369,98.64474146,207.9108046,14.23622613,1840.046947,0.0,6230.269498,5028715.647,FS
3022,12.0,1.0,134.2439222,16.65441623,98.41562371,207.6871058,14.01586045,1833.10085,0.0,6230.575277,4748418.89,FS
3023,10.0,1.0,131.1371155,17.87337494,98.59191861,207.8579846,14.18650462,1838.357086,0.0,6230.355797,4999396.266,FS
3024,3.0,1.0,144.4916026,16.5312224,98.4225883,207.7098495,14.02335004,1833.354136,0.0,6229.977111,4879970.653,FS
3025,6.0,1.0,142.1939053,16.19751549,98.28796797,207.5727006,13.89394475,1829.391002,0.0,6230.429737,4765321.417,FS
3026,9.0,2.0,122.7004723,17.50370943,98.80501219,208.0722737,14.38475254,1845.277778,0.0,6229.980731,4977550.859,FS
3027,11.0,1.0,127.7072232,17.70613126,98.70301211,207.9706737,14.28927239,1842.030472,0.0,6230.150279,5050721.05,FS
3028,12.0,1.0,134.5642081,17.03947477,98.45958799,207.728624,14.05905111,1834.338339,0.0,6230.531565,4807587.649,FS
3029,9.0,1.0,147.3763064,17.23507337,98.4281701,207.7252223,14.0332788,1833.333892,0.0,6229.41285,4898528.359,FS
3030,14.0,1.0,145.3861454,16.7837671,98.45114358,207.7417649,14.05195469,1834.124797,0.0,6229.729959,4920234.322,FS
3031,6.0,1.0,136.7578636,16.0184554,98.33193604,207.6096156,13.93387706,1830.832659,0.0,6230.65316,4746284.977,FS
3032,7.0,1.0,147.3150989,16.93068938,98.36569283,207.6575378,13.97124213,1831.564116,0.0,6229.853664,4874286.834,FS
3033,9.0,1.0,145.1080545,16.4707345,98.52171554,207.8276637,14.12708083,1835.99969,0.0,6228.672954,4947319.372,FS
3034,3.0,1.0,149.5214484,17.39803704,98.12429476,207.4201488,13.74321321,1824.294074,0.0,6230.184497,4877573.709,FS
3035,14.0,1.0,132.6413466,17.51421744,98.52020585,207.7856943,14.11913562,1836.026857,0.0,6230.476961,4964427.145,FS
3036,7.0,1.0,139.3137989,15.96182649,98.27757522,207.5591718,13.88275815,1829.158591,0.0,6230.621775,4766290.012,FS
3037,6.0,1.0,143.4611947,16.28949186,98.39248143,207.6770685,13.99359862,1832.524896,0.0,6230.188855,4830035.782,FS
3038,8.0,1.0,146.7209245,16.9452248,98.45491607,207.7563817,14.06112033,1834.073535,0.0,6229.089621,4921349.6,FS
3039,3.0,1.0,150.0694935,17.41771085,98.08256285,207.3789852,13.70368341,1823.034972,0.0,6230.250983,4860582.464,FS
3040,9.0,1.0,150.7341784,17.77961751,98.1162802,207.4143717,13.7368922,1824.036529,0.0,6230.065316,4837260.344,FS
3041,4.0,1.0,150.9284926,17.02526903,97.94618086,207.2426912,13.57329854,1818.919995,0.0,6230.584425,4863982.204,FS
3042,6.0,1.0,154.2666196,16.04788692,97.63539214,206.9274151,13.27191275,1809.479091,0.0,6231.665133,4855745.094,FS
3043,9.0,1.0,154.2701727,15.5665337,97.57075187,206.8603263,13.20003553,1807.573828,0.0,6231.70615,4854539.828,FS
3044,5.0,1.0,150.6844324,17.2520316,97.94980277,207.2493014,13.57866332,1819.017972,0.0,6230.384895,4849915.054,FS
3045,6.0,1.0,150.6301534,17.67320196,98.04219633,207.3441054,13.66858162,1821.797911,0.0,6230.000775,4805340.488,FS
3046,7.0,1.0,151.1817007,17.67216789,98.17498887,207.4809309,13.7979967,1825.774409,0.0,6229.420636,4806649.629,FS
3048,5.0,1.0,195.0020155,15.94449501,94.62212816,204.4269722,10.04705361,1724.748703,0.0,6251.717891,3823071.064,FS
3049,4.0,1.0,206.9574051,15.59543998,94.39250088,204.2007664,9.826840442,1717.841885,0.0,6253.521835,3886484.321,FS
3050,8.0,1.0,204.5390331,15.53532051,94.2742152,204.0828281,9.713224435,1714.60043,0.0,6253.909644,3861364.593,FS
3051,5.0,1.0,204.9733496,15.24122468,94.08338237,203.892083,9.528971675,1709.378268,0.0,6254.636749,3972884.537,FS
3052,14.0,1.0,206.4569578,15.01027299,93.90410866,203.7132091,9.355324146,1704.479674,0.0,6255.349212,4018427.282,FS
3053,9.0,1.0,211.4048279,15.0395656,93.77106799,203.5783355,9.226505663,1700.833225,0.0,6255.980747,4051793.247,FS
3054,17.0,1.0,210.0997122,15.0564138,93.62126274,203.4299208,9.080817094,1696.751101,0.0,6256.570882,3971800.317,FS
3055,14.0,1.0,210.4102076,15.06305508,93.5145479,203.3237976,8.976940353,1693.842133,0.0,6257.018951,4025831.358,FS
3056,21.0,1.0,209.159236,14.69522751,93.37643465,203.1878063,8.841921996,1690.091757,0.0,6257.573665,4132862.332,FS
